Clase,Eluyente1,Eluyente2,pH1,pH2,USP Code,Longitud,Tamaño de Partícula,Temperatura,Flujo,T0,Score,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Intercepto,duration
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.8,35.30606906013763,0.4,0.55125,0.15867822638037707,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,3.002825285682139,2.9667173177303066,column.usp.code_L1,99.52985687013694,1.926240628078345,50.243861468122255,0.4033363594031452,0.5570875220189648,0.15771390712998784,241.9737556680427,0.0,273.3217655720409,0.0,16.335979649716705,0.0,0.1435383674881542,0.0,0.00017233367032318156,0.0,95.295395533709,10.07697629319287
Pteridines and derivatives (CHEMONTID:0000109),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7,41.35566508885712,0.4,0.55125,0.21139356709131354,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,3.0053978960602508,2.9922724006808985,column.usp.code_L1,98.82434178632411,2.4457394093039215,39.84325119418692,0.3005366173788054,0.7338267085378192,0.16102097146809075,241.500087085053,0.0,273.1840473429872,0.0,16.16381943246959,0.0,0.1413877520919152,0.0,0.0001725654753441305,0.0,95.17340053659677,20.049182197458396
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,2.9995188074020285,2.9942029651146496,column.usp.code_L1,99.87471836357905,1.9086659807091657,40.09907409180928,0.3022792677641779,0.7266819245761069,0.15507631832697072,248.9917223071015,0.0,268.0612984032798,0.0,16.4653749339016,0.0,0.14386098971468314,0.0,0.0001755928384698151,0.0,95.27820988402004,20.117430324207426
Pteridines and derivatives (CHEMONTID:0000109),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.719962593498488,38.003740650151215,0.4,0.55125,0.17060134935711374,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Pteridines and derivatives (CHEMONTID:0000109),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7825868657977813,31.741313420221886,0.4,0.55125,0.17060134935711374,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.913106031739679,41.41382539674599,0.34344698413016045,0.6551661666608302,0.17387244248012912,243.4692285783405,0.0,272.32186164499626,0.0,16.291265430983103,0.0,0.144291676582426,0.0,0.00017210993579778276,0.0,95.33049071005357,15.659646285396972
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.9128132486774156,41.41016560846769,0.34359337566129217,0.6548971722223756,0.1972029293969536,243.4668250974192,0.0,272.31909764976126,0.0,16.291102122655015,0.0,0.14429028733418747,0.0,0.0001721083482673809,0.0,95.33048457106905,15.645021771436912
Pteridines and derivatives (CHEMONTID:0000109),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7615008732276352,46.150087322763525,0.4,0.55125,0.21338462044822248,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,2.968479333360618,2.961074242136002,column.usp.code_L1,99.75268470398662,1.9140987489169754,49.871052094083765,0.39831212177303343,0.5594646592323134,0.16429523667579057,234.35849184726317,0.0,274.9347370866228,0.0,16.028930586074118,0.0,0.14165009418692798,0.0,0.0001807405519746063,0.0,95.60993411373332,10.14416917928675
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8,31.419795107770664,0.4,0.55125,0.1581360254009169,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8,30.0,0.4,0.55125,0.17250077879039472,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,9.001232378503724,0.0,column.usp.code_L1,100.43083578822207,2.485050127234603,36.28963104284648,0.19602113783956704,1.1002155924548738,0.1625035084669561,173.46849651563616,0.0,96.92349847609121,0.0,0.0,0.7514265225582711,0.0,0.0055041140874594295,0.0,2.1807312859722714e-06,94.80257824668381,44.938685499619766
Carboxylic acids and derivatives (CHEMONTID:0000265),eluent.1.h2o 0,eluent.2.meoh 0,7.764121581591316,0.6179392092043422,column.usp.code_L1,100.0,2.435216210878842,36.85517891641255,0.22059797364014475,1.0268024468724681,0.17398705629158104,146.02476638369038,0.0,72.08940995844829,0.0,0.0,0.8397997439273069,0.0,0.005391491003488432,0.0,2.1035436749967614e-06,95.25436593778133,38.61462817155513
Pteridines and derivatives (CHEMONTID:0000109),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7874444791161448,40.0,0.4,0.55125,0.21452679221654353,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Pteridines and derivatives (CHEMONTID:0000109),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7085398460132386,40.0,0.4,0.55125,0.17193408433094573,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8,42.38082415003139,0.4,0.55125,0.15940537649208356,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8,43.66310385043102,0.4,0.55125,0.15940537649208356,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.6878774199292605,30.0,0.4,0.55125,0.15906868284545383,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,2.999387423526561,3.0123655915257057,column.usp.code_L1,100.64283945090278,1.5705128527368497,30.090073801861184,0.4002381479561078,0.5638136120076866,0.16496999469668297,243.91494738483013,0.0,275.5267454386839,0.0,16.46342134967616,0.0,0.14735805966357682,0.0,0.00017044926126755523,0.0,95.35831997433009,10.30853031141097
Organooxygen compounds (CHEMONTID:0000323),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,2.0,39.86625886772427,0.3,0.735,0.24180263792959633,244.18254851316493,0.0,273.1421772478392,0.0,16.33973308675448,0.0,0.144703986268002,0.0,0.0001725810928903,0.0,95.33231267584875,20.0
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,2.9879129926471326,2.9915352600798077,column.usp.code_L1,99.98302234053348,1.8421159430719374,39.086100931817086,0.3018284475959241,0.7327898094967547,0.15910647768354452,241.38938139640848,0.0,279.7191462135036,0.0,16.375921989926958,0.0,0.14391199368892493,0.0,0.00017537261706186962,0.0,95.85270351770036,19.94149939704702
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,3.0037933750775085,3.022513649445587,column.usp.code_L1,99.75681421220423,1.4990108184111468,29.969329621846647,0.4026802635997565,0.5466938298587745,0.15244828696559823,247.16661825176263,0.0,273.930282406681,0.0,16.339072472730873,0.0,0.14625798154407718,0.0,0.00017750952183865826,0.0,95.26204016876827,10.106790604679796
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.630230836007829,30.0,0.4,0.55125,0.15906868284545383,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7333715016419415,36.66857508209707,0.4,0.55125,0.15918289010007428,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7509025080253369,30.0,0.4,0.55125,0.15867412993064778,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8,50.0,0.4,0.55125,0.17187734734511487,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8,46.255326041722995,0.4,0.55125,0.1594092795382019,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.6082169039133962,40.410845195669815,0.4,0.55125,0.16051043873922283,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.7756293190677293,47.56293190677293,0.4,0.55125,0.15983105630530153,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.8,38.818775243827425,0.4,0.55125,0.1595103690261232,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.7440035333831703,40.0,0.4,0.55125,0.16055082463290454,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.6119426625460551,40.597133127302754,0.4,0.55125,0.16051043873922283,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.7830170449679292,30.849147751603546,0.4,0.55125,0.15974841999604694,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,3.009547489480271,3.0430864069749157,column.usp.code_L1,100.06551138219442,2.3507403015775923,38.881960730221586,0.3029142391486086,0.7458022389079224,0.1599638302401576,242.32673991596528,0.0,272.69053721858603,0.0,16.307135488733582,0.0,0.14631345602032209,0.0,0.00017037488056827196,0.0,95.39708879178664,20.150255030765287
Organooxygen compounds (CHEMONTID:0000323),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,2.0,39.659450387160696,0.3,0.735,0.24316235432246855,244.18254851316493,0.0,273.1421772478392,0.0,16.33973308675448,0.0,0.144703986268002,0.0,0.0001725810928903,0.0,95.33231267584875,20.0
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L11,100.0,2.7,33.559019866824414,0.4,0.55125,0.1633069093772208,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L11,100.0,2.7,48.41516421570584,0.4,0.55125,0.1646219435849586,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.6158390813305215,50.0,0.4,0.55125,0.16152072328629252,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.meoh 0,3.0,3.0,column.usp.code_L1,100.0,1.733122640579891,36.6877359420109,0.4,0.55125,0.16075924676876333,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,0.0315852811092345,6.503800257001916,column.usp.code_L1,150.23064153929764,1.9753880412812834,39.89114508958271,0.4985921311059451,0.6624873165084634,0.15645073471396553,430.79283825016364,0.0,526.5879197478725,0.0,33.6666463744967,0.0,0.3018117749022498,0.0,0.000341882071368603,0.0,98.60257306506242,30.912491588143602
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,0.05011169054065344,6.494175213857972,column.usp.code_L1,150.09207440253067,1.6152522372218996,40.04721047121404,0.5000780012557824,0.6658794500741326,0.16444156208583952,428.13243704021414,0.0,522.9293501034007,0.0,33.530198621267644,0.0,0.301318857086208,0.0,0.0003467838017676101,0.0,99.00958058129187,31.1196418007141
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.8989445273221524,40.0,0.4,0.55125,0.1835788137475621,243.76776205199045,0.0,272.66517416782125,0.0,16.311549761941357,0.0,0.14446423343475176,0.0,0.00017230712103907087,0.0,95.33125322593341,17.476139569870753
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.6470040767609273,40.0,0.4,0.55125,0.1835788137475621,242.73366181826896,0.0,271.4759622655435,0.0,16.241286179340864,0.0,0.14386650789617597,0.0,0.00017162408438790606,0.0,95.32861192129202,11.183926817104155
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,2.9927505937882746,3.002015102627227,column.usp.code_L1,99.92450832445871,2.7785066122203324,40.11703782752167,0.4044104520542269,0.5606532459116984,0.16418728394435372,247.21030523182688,0.0,275.7065627198609,0.0,16.335821939734718,0.0,0.1407220051415746,0.0,0.00017098709766990967,0.0,95.26248958623641,10.104464116556844
Steroids and steroid derivatives (CHEMONTID:0000258),eluent.1.h2o 0,eluent.2.meoh 0,2.9974738676226225,3.0327379828728063,column.usp.code_L1,99.96041599829309,2.5087895591759324,40.067096518950684,0.39798812432432457,0.5575576407080708,0.16069500657132393,238.82557400870206,0.0,267.189345925498,0.0,16.12118923206988,0.0,0.1430767398682828,0.0,0.00017142852460613186,0.0,94.86086196449314,9.995937888130948
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7,30.0,0.4,0.55125,0.22927040914060118,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Fatty Acyls (CHEMONTID:0003909),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.7,30.0,0.4,0.55125,0.27435874448699704,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
Phenylpropanoic acids (CHEMONTID:0002551),eluent.1.h2o 0,eluent.2.acn 0,3.0,3.0,column.usp.code_L1,100.0,1.6550186823575652,50.0,0.4,0.55125,0.1625323806257877,242.5407315974328,0.0,271.2540931396641,0.0,16.228177229100066,0.0,0.1437549913174186,0.0,0.0001714966514683,0.0,95.32811913783532,10.01
