familia; eluyente1; eluyente2; columna_nombre; columna_usp_code; columna_length; columna_id; columna_particle_size; columna_temperature; columna_flowrate; tiempo_muerto; score
Allyl-type 1-3-dipolar organic compounds (CHEMONTID:0003631); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;4,32215E+16
Ochratoxins and related substances (CHEMONTID:0001787); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;3;735;0
Ochratoxins and related substances (CHEMONTID:0001787); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;9,73424E+15
Saccharolipids (CHEMONTID:0003918); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;2,1519E+16
Saccharolipids (CHEMONTID:0003918); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,26589E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,27356E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;9,06567E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,30476E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,98441E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,30195E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,98423E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,26687E+14
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,93481E+14
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex HILIC; column.usp.code_L3;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex HILIC; column.usp.code_L3;1500;30;26;400;35;1,92857E+16;8,28453E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,97018E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,29051E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,98015E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,94662E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;8,7019E+15
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex PS C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;0
Pyrenes (CHEMONTID:0001851); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Kinetex EVO C18; column.usp.code_L1;1500;30;26;400;35;1,92857E+16;1,4078E+16
Lignan glycosides (CHEMONTID:0001511); eluent.1.h2o 0; eluent.2.acn 0; Agilent InfinityLab Poroshell 120 EC-C18; column.usp.code_L1;1000;30;27;250;4;1125;0
Lignan glycosides (CHEMONTID:0001511); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;6,1913E+15
Lignan glycosides (CHEMONTID:0001511); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;7,94812E+15
Benzocycloheptapyridines (CHEMONTID:0002351); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;1,65047E+16
Benzocycloheptapyridines (CHEMONTID:0002351); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1000;21;17;400;5;4,57196E+15;6,80572E+14
Benzocycloheptapyridines (CHEMONTID:0002351); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1000;21;17;400;5;4,57196E+15;1,46935E+16
Benzocycloheptapyridines (CHEMONTID:0002351); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;0
Benzocycloheptapyridines (CHEMONTID:0002351); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;0
Benzocycloheptapyridines (CHEMONTID:0002351); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;6,13959E+13
Benzocycloheptapyridines (CHEMONTID:0002351); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Benzocycloheptapyridines (CHEMONTID:0002351); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;7,09342E+13
Thiazines (CHEMONTID:0000094); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;0
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.acn 0; Waters Symmetry C18; column.usp.code_L1;1000;21;2,93911E+15;3,88E+16;3,37957E+15;6,76412E+15;1,67652E+16
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;2,66102E+16
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1000;21;17;400;5;4,57196E+15;3,31806E+15
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1000;21;17;400;5;4,57196E+15;3,31806E+15
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Synergi Polar-RP; column.usp.code_L11;1000;10;1000;400;4;125;1,21504E+16
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;1,60767E+16
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;0
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;5,41996E+15
Isoquinolines and derivatives (CHEMONTID:0002566); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;5,01913E+15
Isoquinolines and derivatives (CHEMONTID:0002566); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;5,01913E+15
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;4,76133E+15
Isoquinolines and derivatives (CHEMONTID:0002566); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;2,23848E+15
Thiochromanes (CHEMONTID:0002834); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;8,4958E+15
Thiochromanes (CHEMONTID:0002834); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Thiochromanes (CHEMONTID:0002834); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.meoh 0; Waters XBridge C18; column.usp.code_L1;500;21;35;300;2;55125;2,44024E+16
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;3;735;2,15765E+16
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC HSS T3; column.usp.code_L1;1,13158E+16;2,03684E+16;1,78889E+15;3875;1;2,43351E+15;1,47085E+16
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;8,68478E+15
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1000;21;17;400;5;4,57196E+15;6,39593E+15
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1000;21;17;400;5;4,57196E+15;6,39593E+15
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.meoh 0; Phenomenex Synergi Polar-RP; column.usp.code_L11;1000;10;1000;400;4;125;1,01036E+16
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;5,8553E+15
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;8,54927E+14
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;0
Morphinans (CHEMONTID:0000058); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;3,8294E+16
Morphinans (CHEMONTID:0000058); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;3,8294E+16
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Morphinans (CHEMONTID:0000058); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;350;35;63;0
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;300;35;63;0
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;300;35;63;0
Morphinans (CHEMONTID:0000058); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;8,66155E+15
Pyrrolopyrimidines (CHEMONTID:0001799); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;5,56607E+15
Pyrrolopyrimidines (CHEMONTID:0001799); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;3,01882E+16
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;9,80392E+15;2,05686E+15;17;380;24;8,95845E+14;9,48099E+15
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.acn 0; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1,45455E+16;2,1E+16;4,86364E+15;250;25;1,33002E+16;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;3;735;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.acn 0; Thermo Scientific Hypersil GOLD; column.usp.code_L1;11375;21;19;400;4;6,50076E+15;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Accucore C18; column.usp.code_L1;1000;21;26;3,63636E+15;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;50;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express ES-Cyano; column.usp.code_L10;1000;21;27;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express F5 (PFP); column.usp.code_L43;1000;21;27;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express Phenyl-Hexyl; column.usp.code_L11;1000;21;27;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;15;147;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;15;147;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;25;882;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Accucore C18; column.usp.code_L1;1000;21;26;3,63636E+15;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;50;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express ES-Cyano; column.usp.code_L10;1000;21;27;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express F5 (PFP); column.usp.code_L43;1000;21;27;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express Phenyl-Hexyl; column.usp.code_L11;1000;21;27;4,07895E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
Organic phosphonic acids and derivatives (CHEMONTID:0000419); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
